gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,False,False,False,1,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,79.69999694824219,79.69999694824219,True
Male,False,False,False,1,True,False,No,False,False,False,False,False,True,Month-to-month,False,Mailed check,20.450000762939453,20.450000762939453,False
Male,False,False,False,22,True,True,DSL,True,True,False,False,False,False,Month-to-month,False,Electronic check,59.0,1254.699951171875,True
Female,False,False,False,48,True,False,DSL,True,False,True,True,False,False,One year,True,Credit card (automatic),60.349998474121094,2896.39990234375,True
Female,False,True,False,37,True,False,No,False,False,False,False,False,True,One year,True,Bank transfer (automatic),19.850000381469727,717.5,False
Male,False,False,False,13,True,False,No,False,False,False,False,False,True,One year,True,Electronic check,19.950000762939453,253.8000030517578,False
Male,False,False,False,43,True,True,No,False,False,False,False,False,True,Two year,False,Bank transfer (automatic),26.450000762939453,1110.050048828125,False
Female,False,False,False,6,False,False,DSL,True,True,True,True,True,True,Two year,True,Mailed check,63.400001525878906,348.79998779296875,False
Male,False,False,False,71,False,False,DSL,True,True,True,True,True,False,Two year,False,Bank transfer (automatic),53.95000076293945,3888.64990234375,False
Female,True,True,True,1,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,69.25,69.25,True
Female,False,True,True,72,True,True,Fiber optic,True,True,False,False,True,False,Two year,True,Electronic check,95.0999984741211,6843.14990234375,False
Female,True,False,False,6,True,False,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Electronic check,74.0999984741211,450.8999938964844,False
Male,False,True,True,12,False,False,DSL,False,True,False,True,False,False,Month-to-month,False,Mailed check,35.5,432.25,False
Male,False,False,False,25,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Mailed check,70.94999694824219,1767.3499755859375,True
Female,False,True,False,21,True,False,Fiber optic,False,False,True,True,False,False,One year,False,Electronic check,79.19999694824219,1742.449951171875,False
Female,False,True,True,6,True,False,DSL,False,False,False,True,False,False,Month-to-month,True,Mailed check,48.79999923706055,297.3500061035156,False
Male,False,True,False,20,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Mailed check,89.0,1820.449951171875,True
Male,False,True,False,18,True,True,Fiber optic,True,False,False,False,True,True,Month-to-month,True,Electronic check,99.4000015258789,1742.949951171875,True
Female,False,False,False,43,True,False,DSL,False,True,False,True,False,False,One year,False,Electronic check,55.45000076293945,2444.25,False
Female,False,True,True,35,True,True,No,False,False,False,False,False,True,Two year,True,Credit card (automatic),25.399999618530273,949.7999877929688,False
Female,False,False,False,1,True,False,Fiber optic,False,False,True,False,False,False,Month-to-month,False,Bank transfer (automatic),73.5,73.5,True
Male,True,True,False,32,True,True,Fiber optic,False,True,True,False,False,True,Month-to-month,True,Electronic check,93.5,2970.800048828125,False
Male,False,False,False,52,False,False,DSL,True,True,True,True,True,True,Two year,False,Credit card (automatic),63.900001525878906,3334.949951171875,False
Male,False,False,False,32,True,False,DSL,False,False,False,False,True,True,One year,True,Bank transfer (automatic),64.8499984741211,2010.949951171875,False
Female,False,True,True,72,False,False,DSL,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),63.79999923706055,4684.2998046875,False
Male,False,False,False,51,False,False,DSL,True,False,False,True,False,True,Month-to-month,True,Credit card (automatic),44.45000076293945,2181.550048828125,False
Male,False,True,True,68,True,False,No,False,False,False,False,False,True,Two year,True,Bank transfer (automatic),19.950000762939453,1303.25,False
Male,True,True,False,8,False,False,DSL,False,True,True,False,False,True,Month-to-month,True,Mailed check,43.349998474121094,371.3999938964844,False
Male,False,True,False,49,False,False,DSL,False,True,False,False,True,True,Two year,False,Credit card (automatic),49.650001525878906,2409.89990234375,False
Female,False,True,False,72,True,False,DSL,True,True,True,True,True,True,Two year,False,Mailed check,85.0999984741211,6155.39990234375,False
Male,False,False,False,9,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,95.5,829.0999755859375,True
Female,False,True,False,28,True,False,Fiber optic,True,False,False,False,True,True,Month-to-month,True,Mailed check,92.3499984741211,2602.89990234375,True
Male,False,False,False,54,True,False,Fiber optic,True,False,True,False,True,False,Month-to-month,False,Mailed check,89.80000305175781,4667.0,False
Male,False,False,False,11,True,False,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Electronic check,74.55000305175781,824.75,True
Female,False,True,True,50,True,False,Fiber optic,False,False,True,True,True,True,One year,False,Mailed check,103.05000305175781,5153.5,False
Female,False,True,False,69,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Electronic check,116.0,8182.85009765625,False
Male,False,False,False,1,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,69.9000015258789,69.9000015258789,False
Male,False,True,True,68,True,False,Fiber optic,True,True,False,True,False,True,Two year,False,Bank transfer (automatic),95.0999984741211,6683.39990234375,False
Male,False,False,True,40,False,False,DSL,True,True,False,True,False,False,One year,False,Mailed check,40.25,1564.050048828125,False
Male,False,True,True,31,True,True,No,False,False,False,False,False,True,Two year,False,Mailed check,25.75,755.5999755859375,False
Female,True,False,True,33,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Bank transfer (automatic),105.3499984741211,3465.050048828125,False
Male,True,True,False,55,True,True,Fiber optic,False,True,True,True,True,True,Two year,True,Electronic check,113.5999984741211,6292.7001953125,False
Male,False,True,True,68,True,True,No,False,False,False,False,False,True,Two year,True,Bank transfer (automatic),24.0,1664.300048828125,False
Female,False,True,True,12,True,False,No,False,False,False,False,False,True,Month-to-month,False,Bank transfer (automatic),19.399999618530273,198.10000610351562,False
Male,False,True,False,71,True,False,DSL,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),86.0999984741211,6045.89990234375,False
Male,False,False,False,40,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Mailed check,102.6500015258789,4108.14990234375,False
Female,False,True,True,64,True,True,Fiber optic,False,True,True,False,False,True,One year,True,Electronic check,92.8499984741211,5980.75,False
Male,False,True,False,53,True,True,Fiber optic,False,True,False,True,False,True,One year,False,Bank transfer (automatic),97.75,5043.2001953125,False
Male,True,False,False,12,True,False,Fiber optic,False,True,True,True,False,False,Month-to-month,True,Mailed check,83.80000305175781,1029.75,True
Male,True,False,False,53,False,False,DSL,False,True,True,False,True,True,Month-to-month,True,Electronic check,54.45000076293945,2854.550048828125,True
Male,False,True,False,72,True,True,Fiber optic,True,True,True,False,True,False,Two year,True,Credit card (automatic),97.94999694824219,7114.25,False
Male,False,False,False,46,True,False,No,False,False,False,False,False,True,Two year,False,Electronic check,19.950000762939453,907.0499877929688,False
Male,False,False,False,40,True,True,No,False,False,False,False,False,True,Two year,True,Mailed check,24.600000381469727,973.9500122070312,False
Male,False,False,False,12,False,False,DSL,True,True,False,True,True,False,Month-to-month,True,Bank transfer (automatic),50.95000076293945,605.75,False
Male,False,False,False,9,True,False,Fiber optic,True,False,False,False,False,False,Month-to-month,False,Electronic check,75.5999984741211,661.5499877929688,False
Female,False,True,True,51,True,True,Fiber optic,False,False,False,True,False,False,Month-to-month,True,Electronic check,80.75,4116.89990234375,False
Male,False,True,True,49,True,False,Fiber optic,False,True,True,False,True,False,Month-to-month,True,Credit card (automatic),90.4000015258789,4494.64990234375,False
Male,True,True,False,41,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,99.80000305175781,4259.2998046875,True
Female,False,False,False,56,True,False,DSL,True,False,True,True,False,False,One year,True,Credit card (automatic),60.25,3282.75,False
Male,False,False,False,4,True,False,No,False,False,False,False,False,True,Month-to-month,True,Electronic check,20.200000762939453,55.70000076293945,False
Male,False,True,False,20,True,False,DSL,True,False,False,True,False,True,One year,True,Mailed check,64.1500015258789,1274.449951171875,False
Female,False,True,True,26,True,False,No,False,False,False,False,False,True,Month-to-month,True,Credit card (automatic),20.25,493.95001220703125,False
Female,False,True,True,20,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Bank transfer (automatic),105.8499984741211,2239.64990234375,True
Female,False,False,False,7,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Mailed check,75.44999694824219,480.75,True
Male,False,False,False,7,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,93.8499984741211,635.5999755859375,True
Male,False,False,False,51,True,False,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Electronic check,99.0,5038.14990234375,False
Female,False,False,False,4,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Mailed check,80.30000305175781,324.20001220703125,False
Female,False,False,False,1,True,False,No,False,False,False,False,False,True,Month-to-month,False,Credit card (automatic),19.549999237060547,19.549999237060547,False
Male,False,True,True,27,True,True,Fiber optic,True,True,False,True,True,False,Month-to-month,False,Electronic check,100.75,2793.550048828125,False
Male,False,False,False,22,True,True,Fiber optic,True,False,False,False,True,True,Month-to-month,True,Electronic check,100.75,2095.0,True
Male,False,False,False,12,True,False,DSL,False,True,False,True,False,False,Month-to-month,True,Mailed check,53.75,648.6500244140625,False
Female,False,True,True,3,False,False,DSL,False,False,False,True,False,False,Month-to-month,True,Mailed check,31.0,95.05000305175781,True
Female,False,True,True,34,True,True,No,False,False,False,False,False,True,One year,True,Credit card (automatic),25.600000381469727,917.1500244140625,False
Male,False,True,False,24,True,True,DSL,True,False,False,True,False,False,One year,True,Electronic check,58.349998474121094,1346.9000244140625,False
Male,False,False,False,51,True,True,Fiber optic,False,False,True,False,False,False,Month-to-month,False,Credit card (automatic),80.0,4242.35009765625,True
Female,True,False,False,14,False,False,DSL,False,False,False,False,True,True,Month-to-month,True,Electronic check,46.349998474121094,672.7000122070312,False
Male,False,True,False,59,True,True,Fiber optic,True,True,True,True,True,True,Two year,False,Electronic check,113.75,6561.25,False
Male,False,False,False,3,True,False,Fiber optic,False,True,True,False,False,True,Month-to-month,False,Electronic check,90.4000015258789,268.45001220703125,False
Female,False,True,True,65,True,True,Fiber optic,True,False,True,True,True,True,Two year,False,Electronic check,109.30000305175781,7337.5498046875,False
Male,True,False,False,5,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Mailed check,70.25,331.8999938964844,True
Female,False,True,True,59,True,True,DSL,True,True,True,True,True,True,Two year,False,Credit card (automatic),90.30000305175781,5194.0498046875,False
Male,False,True,True,72,False,False,DSL,True,True,True,True,True,True,Two year,True,Credit card (automatic),65.25,4478.85009765625,False
Female,False,True,True,62,True,False,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Electronic check,100.1500015258789,6283.2998046875,True
Male,False,False,False,28,True,True,Fiber optic,True,True,False,False,False,True,Month-to-month,True,Credit card (automatic),94.5,2659.39990234375,True
Male,False,False,False,3,True,False,DSL,False,False,False,True,False,True,Month-to-month,False,Mailed check,60.650001525878906,196.89999389648438,False
Male,False,False,True,19,True,True,No,False,False,False,False,False,True,Month-to-month,True,Credit card (automatic),24.100000381469727,439.20001220703125,False
Male,False,False,False,1,True,False,No,False,False,False,False,False,True,Month-to-month,True,Mailed check,19.5,19.5,False
Male,False,False,False,24,True,False,Fiber optic,False,True,True,True,False,False,Month-to-month,True,Electronic check,85.94999694824219,2107.14990234375,False
Male,True,False,False,57,True,False,DSL,False,False,True,True,False,False,One year,True,Electronic check,53.5,3035.800048828125,False
Female,False,False,False,72,True,True,No,False,False,False,False,False,True,Two year,False,Credit card (automatic),25.450000762939453,1866.449951171875,False
Male,False,False,False,67,True,False,No,False,False,False,False,False,True,Two year,False,Bank transfer (automatic),20.5,1430.949951171875,False
Male,False,True,True,52,True,False,No,False,False,False,False,False,True,One year,True,Credit card (automatic),20.850000381469727,1071.5999755859375,False
Male,False,True,True,71,True,True,DSL,True,True,True,True,True,True,Two year,False,Credit card (automatic),89.9000015258789,6457.14990234375,False
Female,False,True,False,26,True,True,No,False,False,False,False,False,True,One year,False,Mailed check,26.0,684.0499877929688,False
Female,False,False,False,35,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Mailed check,113.19999694824219,3914.050048828125,False
Female,False,True,True,55,True,False,Fiber optic,False,False,False,False,False,False,Two year,True,Credit card (automatic),69.05000305175781,3842.60009765625,False
Female,False,True,True,33,True,False,No,False,False,False,False,False,True,Two year,False,Mailed check,20.100000381469727,670.3499755859375,False
Male,False,False,True,1,True,False,No,False,False,False,False,False,True,Month-to-month,True,Mailed check,19.200000762939453,19.200000762939453,False
Male,False,False,False,10,False,False,DSL,False,False,False,False,False,True,Month-to-month,True,Mailed check,33.900001525878906,298.45001220703125,True
Female,True,True,False,37,True,False,Fiber optic,False,False,True,True,True,False,Month-to-month,False,Electronic check,90.0,3371.75,False
Male,False,False,False,12,False,False,DSL,False,True,False,True,False,False,Month-to-month,False,Mailed check,34.0,442.45001220703125,False
Male,False,True,True,1,True,False,No,False,False,False,False,False,True,One year,False,Mailed check,20.399999618530273,20.399999618530273,False
Male,False,True,False,62,False,False,DSL,True,True,False,True,False,False,Two year,True,Credit card (automatic),38.599998474121094,2345.550048828125,False
Female,False,False,False,1,False,False,DSL,False,False,False,False,False,False,Month-to-month,False,Bank transfer (automatic),25.25,25.25,False
Female,False,False,False,18,True,True,DSL,True,False,True,False,False,False,Month-to-month,True,Mailed check,60.599998474121094,1156.3499755859375,False
Male,True,True,False,69,True,True,Fiber optic,False,True,False,False,True,False,Month-to-month,True,Electronic check,89.94999694824219,6143.14990234375,True
Male,False,False,False,2,True,False,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Electronic check,74.75,144.8000030517578,False
Male,False,True,True,19,True,False,No,False,False,False,False,False,True,Month-to-month,False,Mailed check,20.600000381469727,414.95001220703125,False
Male,False,False,False,12,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,84.45,1059.55,True
Male,False,False,False,9,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,20.4,181.8,True
Male,False,False,False,27,True,False,DSL,True,False,True,True,True,True,One year,False,Electronic check,81.7,2212.55,True
Male,False,False,True,27,True,True,Fiber optic,False,False,False,True,False,False,Month-to-month,True,Electronic check,79.5,2180.55,True
Male,False,True,True,1,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,False,Mailed check,89.15,89.15,True
Female,True,False,False,24,True,False,No,False,False,False,False,False,False,Month-to-month,True,Mailed check,20.3,459.95,True
Male,True,False,False,14,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,74.95,1036.75,True
Female,True,False,False,32,True,False,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Electronic check,74.4,2276.95,True
Female,False,False,False,11,True,False,No,False,False,False,False,False,False,One year,False,Mailed check,20.0,211.95,True
Male,False,False,False,1,True,True,No,False,False,False,False,False,False,Month-to-month,True,Mailed check,25.0,25.0,True
Male,True,False,True,38,True,True,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Mailed check,80.45,3162.65,True
Female,False,True,True,9,True,False,No,False,False,False,False,False,False,Two year,False,Mailed check,19.75,210.65,True
Male,False,True,True,54,True,True,DSL,True,True,False,True,False,False,Two year,True,Credit card (automatic),65.65,3566.7,True
Female,False,False,False,29,True,True,DSL,False,False,False,False,True,True,One year,True,Credit card (automatic),71.0,2080.1,True
Male,True,True,False,44,True,True,Fiber optic,False,False,True,False,True,False,Month-to-month,True,Electronic check,89.2,4040.2,True
Male,False,True,True,59,True,False,DSL,True,True,True,True,True,True,Two year,True,Electronic check,86.75,5186.0,True
Female,False,False,False,3,True,False,DSL,False,False,False,False,False,True,Month-to-month,True,Electronic check,55.3,196.15,True
Female,False,True,True,18,True,False,DSL,True,True,False,True,False,False,One year,True,Mailed check,61.5,1087.45,True
Male,True,False,False,67,True,True,No,False,False,False,False,False,False,Two year,False,Credit card (automatic),25.1,1672.15,True
Female,False,True,True,22,True,False,DSL,False,True,False,True,False,False,Month-to-month,False,Electronic check,55.15,1206.05,True
Male,False,False,True,33,False,False,DSL,True,False,False,True,False,False,One year,False,Credit card (automatic),34.05,1113.95,True
Male,False,False,False,5,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,19.95,107.05,True
Female,False,False,False,2,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,19.95,38.15,True
Male,False,True,True,72,True,True,DSL,True,True,True,True,True,True,Two year,False,Credit card (automatic),89.7,6339.3,True
Male,False,False,True,9,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,20.4,184.1,True
Male,False,True,True,67,True,True,No,False,False,False,False,False,False,Two year,False,Mailed check,26.3,1688.9,True
Female,False,True,False,16,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,84.95,1378.25,True
Female,False,False,False,8,True,False,No,False,False,False,False,False,False,Month-to-month,True,Mailed check,20.7,137.6,True
Male,False,False,False,5,False,False,DSL,True,True,True,True,False,False,Month-to-month,True,Mailed check,43.25,219.0,True
Male,False,True,True,23,True,True,DSL,False,False,False,False,False,False,One year,True,Credit card (automatic),48.35,1067.15,True
Male,False,False,False,1,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,79.55,79.55,True
Female,True,True,False,50,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,71.05,3444.85,True
Male,False,False,False,17,True,False,No,False,False,False,False,False,False,Two year,False,Credit card (automatic),19.45,369.05,True
Female,False,True,False,68,True,True,Fiber optic,True,True,True,False,True,True,Two year,True,Bank transfer (automatic),110.8,7553.6,True
Male,False,False,False,1,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,False,Electronic check,84.5,84.5,True
Female,True,True,False,25,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,69.3,1813.1,True
Male,False,False,False,67,False,False,DSL,True,False,True,True,True,False,One year,True,Bank transfer (automatic),49.35,3321.35,True
Male,False,False,False,32,True,False,No,False,False,False,False,False,False,One year,False,Credit card (automatic),20.35,707.5,True
Female,True,True,False,67,True,True,Fiber optic,True,True,False,False,True,True,One year,True,Electronic check,105.6,7112.15,True
Male,True,True,False,72,False,False,DSL,True,True,True,True,True,True,Two year,True,Credit card (automatic),64.45,4641.1,True
Male,False,True,False,71,True,True,Fiber optic,False,True,True,True,True,True,Two year,True,Credit card (automatic),108.6,7690.9,True
Male,False,False,True,1,True,False,DSL,False,True,False,False,False,False,Month-to-month,True,Electronic check,49.9,49.9,True
Male,False,False,False,46,False,False,DSL,False,True,False,False,False,False,Month-to-month,False,Bank transfer (automatic),30.3,1380.1,True
Female,True,False,False,2,False,False,DSL,False,False,True,False,False,False,Month-to-month,True,Electronic check,30.4,78.65,True
Female,False,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Mailed check,45.4,45.4,True
Female,False,True,False,48,True,False,DSL,False,True,True,False,False,True,One year,True,Electronic check,65.65,3094.65,True
Female,False,True,False,61,True,True,Fiber optic,False,False,True,True,True,True,One year,True,Bank transfer (automatic),103.3,6518.35,True
Female,False,True,False,32,True,False,Fiber optic,False,True,False,False,False,True,Month-to-month,False,Bank transfer (automatic),84.15,2585.95,True
Female,False,False,False,2,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,44.45,82.7,True
Female,False,False,False,3,True,False,No,False,False,False,False,False,False,Month-to-month,False,Electronic check,19.75,58.85,True
Female,False,False,False,5,True,False,Fiber optic,False,False,False,True,False,True,Month-to-month,True,Credit card (automatic),85.4,425.9,True
Female,False,True,True,71,True,True,DSL,True,True,True,True,True,True,Two year,False,Bank transfer (automatic),89.9,6342.7,True
Male,False,True,False,37,True,True,DSL,True,False,False,False,False,False,Month-to-month,True,Mailed check,55.05,2030.75,True
Male,False,True,True,65,True,True,Fiber optic,False,False,True,True,True,True,Two year,True,Bank transfer (automatic),104.1,6700.05,True
Female,False,False,True,67,True,True,Fiber optic,False,True,False,True,True,True,One year,True,Bank transfer (automatic),106.6,7244.7,True
Male,False,False,True,49,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Credit card (automatic),75.2,3678.3,True
Male,False,True,True,50,True,True,DSL,True,False,False,True,True,False,Two year,True,Credit card (automatic),70.5,3486.65,True
Male,False,True,True,25,True,False,No,False,False,False,False,False,False,One year,False,Electronic check,19.6,411.15,True
Female,False,False,True,17,True,True,DSL,False,False,True,False,False,False,One year,True,Mailed check,55.85,937.5,True
Female,False,True,True,64,True,True,No,False,False,False,False,False,False,Two year,True,Mailed check,24.05,1559.15,True
Male,False,True,False,25,False,False,DSL,False,False,True,False,True,False,One year,True,Credit card (automatic),38.1,970.4,True
Male,True,False,False,23,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Electronic check,106.4,2483.5,True
Male,True,True,False,24,False,False,DSL,False,False,True,True,False,False,Month-to-month,False,Mailed check,34.25,828.2,True
Female,False,False,False,37,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,100.05,3810.55,True
Female,False,False,False,21,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,68.65,1493.2,True
Male,False,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Mailed check,45.8,45.8,True
Female,False,False,False,10,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Mailed check,75.75,777.3,True
Male,False,False,False,6,True,False,Fiber optic,False,True,False,False,False,True,Month-to-month,True,Electronic check,84.4,556.35,True
Male,False,True,False,51,True,True,Fiber optic,True,True,False,False,False,True,One year,True,Credit card (automatic),96.4,4911.05,True
Female,False,False,False,10,True,False,No,False,False,False,False,False,False,Month-to-month,True,Mailed check,20.55,187.35,True
Female,False,False,False,6,False,False,DSL,True,True,False,True,False,True,Month-to-month,False,Credit card (automatic),50.95,307.6,True
Male,False,True,True,47,True,True,DSL,True,True,True,True,True,True,Two year,True,Mailed check,90.5,4318.35,True
Female,False,True,True,61,True,True,DSL,True,True,True,True,False,True,One year,True,Electronic check,79.4,4820.55,True
Female,False,False,False,52,False,False,DSL,True,True,True,False,True,True,Two year,True,Bank transfer (automatic),58.75,3038.55,True
Female,False,True,True,35,True,True,DSL,True,True,False,False,False,False,Month-to-month,True,Credit card (automatic),59.45,2136.9,True
Male,False,True,False,71,True,True,Fiber optic,False,True,True,False,True,True,One year,True,Bank transfer (automatic),105.7,7472.15,True
Female,False,False,False,6,True,False,DSL,True,True,False,False,False,False,Month-to-month,False,Electronic check,56.25,389.1,True
Male,False,True,False,45,True,False,DSL,True,False,True,False,False,False,Two year,False,Credit card (automatic),53.3,2296.25,True
Female,True,False,False,2,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,85.55,187.45,True
Female,False,False,False,4,True,False,DSL,False,True,False,False,True,True,Month-to-month,True,Bank transfer (automatic),68.65,261.25,True
Male,False,False,False,2,False,False,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,24.3,38.45,True
Male,False,False,False,4,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,False,Electronic check,77.85,299.2,True
Male,False,False,False,51,True,True,DSL,True,False,False,True,False,False,One year,False,Credit card (automatic),59.9,3043.6,True
Male,False,True,True,60,True,True,No,False,False,False,False,False,False,One year,False,Credit card (automatic),23.95,1506.4,True
Male,False,False,False,9,True,False,No,False,False,False,False,False,False,One year,True,Mailed check,20.15,163.7,True
Male,False,False,False,3,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Bank transfer (automatic),105.35,323.25,True
Male,False,False,False,17,True,True,Fiber optic,False,False,True,True,False,True,Month-to-month,True,Bank transfer (automatic),95.65,1640.0,True
Female,False,False,False,8,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,87.05,762.1,True
Male,False,True,True,46,True,False,DSL,True,False,True,True,True,True,Two year,False,Mailed check,81.0,3846.35,True
Female,False,False,False,68,True,False,DSL,True,True,True,True,True,True,Two year,True,Credit card (automatic),82.45,5646.6,True
Male,False,False,False,1,True,False,DSL,False,False,False,False,True,False,Month-to-month,True,Mailed check,53.5,53.5,True
Female,False,True,False,4,True,False,No,False,False,False,False,False,False,One year,False,Bank transfer (automatic),20.5,79.05,True
Female,False,False,False,1,False,False,DSL,False,False,False,False,False,False,Month-to-month,True,Mailed check,25.1,25.1,True
Male,False,False,True,28,True,False,DSL,False,True,False,True,False,False,One year,True,Credit card (automatic),54.4,1516.6,True
Female,False,False,False,39,True,False,DSL,False,True,False,False,True,False,One year,True,Credit card (automatic),58.6,2224.5,True
Male,False,False,False,11,True,False,Fiber optic,False,False,True,False,False,True,Month-to-month,False,Electronic check,84.8,888.75,True
Female,False,True,False,71,False,False,DSL,False,True,True,True,True,True,Two year,True,Credit card (automatic),61.4,4310.35,True
Male,False,False,True,2,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,20.4,42.9,True
Male,True,True,False,30,True,False,Fiber optic,False,True,True,False,False,False,Month-to-month,True,Mailed check,79.65,2365.15,True
Female,False,False,False,17,True,False,No,False,False,False,False,False,False,One year,False,Mailed check,20.15,353.65,True
Female,False,True,False,55,True,True,Fiber optic,False,True,True,False,True,False,Month-to-month,True,Credit card (automatic),94.45,5073.1,True
Female,False,False,False,58,True,True,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),79.8,4526.85,True
Female,False,False,False,5,True,False,DSL,True,False,False,True,False,False,Month-to-month,False,Electronic check,54.2,308.25,True
Female,True,False,False,1,True,False,No,False,False,False,False,False,False,Month-to-month,True,Electronic check,19.45,19.45,True
Male,True,False,False,9,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,74.05,678.45,True
Male,False,False,False,26,True,False,DSL,False,False,False,True,False,False,Month-to-month,False,Bank transfer (automatic),49.15,1237.3,True
Female,False,False,False,50,True,False,No,False,False,False,False,False,False,Two year,False,Credit card (automatic),19.4,1023.95,True
Female,False,True,False,72,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),113.65,8182.75,True
Female,False,False,True,43,True,False,Fiber optic,True,True,False,True,True,True,One year,True,Credit card (automatic),106.0,4532.3,True
Male,False,False,False,56,True,True,No,False,False,False,False,False,False,Two year,True,Bank transfer (automatic),25.95,1444.05,True
Female,False,False,False,1,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,19.1,19.1,True
Male,False,True,True,72,True,True,Fiber optic,False,True,True,False,True,True,Two year,True,Electronic check,103.4,7372.65,True
Male,False,True,False,72,True,True,Fiber optic,True,True,False,True,False,True,Two year,True,Bank transfer (automatic),100.55,7325.1,True
Male,False,True,False,36,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,95.4,3474.2,True
Male,False,False,False,5,True,False,DSL,False,False,True,True,True,True,Month-to-month,False,Bank transfer (automatic),75.15,392.65,True
Female,False,False,False,13,True,True,Fiber optic,False,True,True,False,False,False,Month-to-month,True,Electronic check,84.45,1058.6,True
Female,True,False,False,44,True,False,Fiber optic,False,True,True,False,False,True,One year,False,Credit card (automatic),89.15,3990.75,True
Female,True,True,True,70,True,True,Fiber optic,False,True,True,True,True,True,One year,True,Electronic check,107.9,7475.85,True
Male,False,False,False,44,True,False,No,False,False,False,False,False,False,One year,False,Credit card (automatic),19.5,835.5,True
Female,True,True,False,32,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Credit card (automatic),85.95,2628.6,True
Female,False,True,False,69,True,True,No,False,False,False,False,False,False,Two year,True,Credit card (automatic),24.95,1718.35,True
Female,True,False,False,16,True,False,DSL,False,False,False,True,True,False,Month-to-month,False,Electronic check,59.4,1023.9,True
Male,True,True,True,68,True,False,No,False,False,False,False,False,False,One year,False,Bank transfer (automatic),19.5,1193.55,True
